num_conta,cod_cliente,cod_agencia,cod_colaborador,tipo_conta,data_abertura,saldo_total,saldo_disponivel,data_ultimo_lancamento
170,170,1,14,PF,2022-12-15 16:01:00 UTC,926.70560000000091,335.38000000000079,2023-01-11 09:04:20.2749 UTC
218,218,1,14,PF,2019-10-01 16:05:00 UTC,180027.69259999998,168407.87999999998,2022-09-09 10:51:55 UTC
555,555,1,14,PF,2012-08-24 12:57:00 UTC,52691.5446,54240.69,2019-04-01 21:41:58 UTC
741,741,1,14,PF,2012-03-03 14:17:00 UTC,91849.874599999908,83480.039999999921,2020-11-17 22:35:58 UTC
751,751,1,14,PF,2012-01-13 12:29:00 UTC,59.75030000000001,44.860000000000007,2022-07-17 17:25:28 UTC
953,953,1,14,PF,2015-06-11 15:05:00 UTC,1866.7325999999998,1827.7499999999998,2022-12-29 23:59:59.106764 UTC
108,108,1,23,PF,2017-04-13 12:21:00 UTC,1171.4528000000034,812.56000000000358,2022-12-29 23:59:59.646511 UTC
110,110,1,23,PF,2020-06-19 16:06:00 UTC,11059.761600000005,10208.050000000005,2022-12-30 00:00:00.199407 UTC
242,242,1,23,PF,2010-05-06 14:03:00 UTC,165102.06389999992,163409.67999999993,2019-08-09 23:42:11 UTC
528,528,1,23,PF,2013-08-15 14:41:00 UTC,7243.5915999999988,7380.6699999999992,2018-09-04 03:56:17 UTC
844,844,1,23,PF,2022-09-19 12:48:00 UTC,20803.9404,20373.14,2022-12-29 23:59:59.639046 UTC
888,888,1,23,PF,2016-04-13 11:01:00 UTC,91067.676599999962,87609.819999999963,2021-05-22 22:18:09 UTC
171,171,1,24,PF,2022-03-04 16:24:00 UTC,68520.059900000007,66507.14,2022-12-30 00:00:00.7855 UTC
291,291,1,24,PF,2012-02-26 12:34:00 UTC,40641.123599999992,41016.19999999999,2022-12-08 08:47:13 UTC
481,481,1,24,PF,2020-04-14 16:19:00 UTC,86.278499999999923,74.529999999999916,2022-11-20 16:50:25 UTC
564,564,1,24,PF,2015-05-20 11:34:00 UTC,20584.694199999987,19955.299999999988,2017-07-18 11:54:24 UTC
584,584,1,24,PF,2014-11-07 11:59:00 UTC,1658.1686000000025,1592.7000000000023,2019-08-27 12:10:09 UTC
635,635,1,24,PF,2022-09-12 15:38:00 UTC,1534.556500000012,1252.5500000000109,2022-12-30 00:00:00.33746 UTC
116,116,1,30,PF,2014-10-17 13:19:00 UTC,20992.1828,20458.98,2022-08-12 12:32:52 UTC
153,153,1,30,PF,2014-09-12 16:45:00 UTC,14581.898099999993,14679.189999999993,2019-05-05 14:56:38 UTC
176,176,1,30,PF,2019-04-20 14:06:00 UTC,14244.926599999997,12934.409999999996,2020-12-19 13:15:50 UTC
199,199,1,30,PF,2019-01-10 12:24:00 UTC,92338.314599999983,94200.579999999987,2022-12-29 23:37:56 UTC
207,207,1,30,PF,2022-06-24 16:07:00 UTC,13029.244800000006,52.130000000006476,2022-12-30 00:00:00.621813 UTC
275,275,1,30,PF,2020-05-02 12:18:00 UTC,51431.948399999987,52418.239999999991,2022-12-30 00:00:00.087069 UTC
361,361,1,30,PF,2018-01-08 14:30:00 UTC,16828.828799999981,17483.73999999998,2022-09-28 23:25:00 UTC
701,701,1,30,PF,2013-02-24 10:46:00 UTC,53.499700000001695,37.570000000001677,2020-03-30 08:05:11 UTC
808,808,1,30,PF,2013-08-08 14:43:00 UTC,33978.829499999993,32308.149999999994,2022-04-21 18:11:48 UTC
910,910,1,30,PF,2011-11-03 16:42:00 UTC,38140.179000000011,38894.44000000001,2018-11-01 23:32:33 UTC
290,290,1,31,PF,2016-02-19 12:30:00 UTC,10809.2902,8075.4799999999987,2022-12-29 23:59:59.668206 UTC
451,451,1,31,PF,2011-08-25 11:33:00 UTC,14880.729600000004,15408.800000000007,2013-08-31 23:35:07 UTC
557,557,1,31,PF,2017-12-09 12:29:00 UTC,2841.3440000000005,2543.8200000000006,2022-12-29 23:56:57 UTC
617,617,1,31,PF,2016-02-17 11:37:00 UTC,28163.419999999991,28107.839999999989,2017-10-26 19:24:41 UTC
632,632,1,31,PF,2017-07-25 16:41:00 UTC,15022.800599999991,14852.299999999992,2022-12-29 23:59:59.732522 UTC
740,740,1,31,PF,2019-11-12 12:14:00 UTC,788.5975999999996,697.97999999999956,2022-12-29 23:50:54 UTC
134,134,1,34,PF,2013-06-11 11:41:00 UTC,19285.300000000003,19263.65,2017-06-15 07:46:25 UTC
410,410,1,34,PF,2019-04-22 13:24:00 UTC,2612.7907000000005,2608.2900000000004,2022-12-30 00:00:00.675814 UTC
429,429,1,34,PF,2015-05-28 15:38:00 UTC,7184.023199999996,5418.2599999999966,2022-12-30 00:00:00.433124 UTC
496,496,1,34,PF,2020-02-27 12:50:00 UTC,18.424999999999844,78.949999999999861,2022-12-30 00:00:00.869078 UTC
631,631,1,34,PF,2010-12-10 15:06:00 UTC,21223.449599999993,22164.989999999994,2014-05-25 15:37:54 UTC
878,878,1,34,PF,2012-05-16 14:13:00 UTC,32869.201999999983,34449.169999999984,2021-05-13 20:48:23 UTC
6,6,1,42,PF,2010-03-09 12:09:00 UTC,14236.26639999999,13407.47999999999,2016-10-02 22:42:28 UTC
620,620,1,42,PF,2010-06-21 16:42:00 UTC,29814.946500000005,28876.550000000003,2014-01-29 19:49:43 UTC
714,714,1,42,PF,2015-06-18 11:20:00 UTC,48216.74,43787.359999999993,2020-07-12 04:06:16 UTC
877,877,1,42,PF,2013-02-11 11:31:00 UTC,125716.2786,126887.95,2019-05-21 20:49:47 UTC
286,286,1,58,PF,2021-07-12 12:27:00 UTC,3985.9045999999958,2427.5799999999958,2022-12-29 23:52:25 UTC
559,559,1,58,PF,2011-02-05 14:40:00 UTC,31372.236999999997,29533.51,2022-12-30 00:00:00.049372 UTC
911,911,1,58,PF,2011-09-22 12:17:00 UTC,3545.6639999999943,3563.1999999999944,2022-12-29 23:59:59.851741 UTC
40,40,1,62,PF,2015-04-14 14:50:00 UTC,461.3510000000004,164.31000000000029,2022-12-29 23:59:59.352027 UTC
90,90,1,62,PF,2014-05-15 13:06:00 UTC,109727.88199999997,99717.26999999996,2015-12-25 21:14:30 UTC
93,93,1,62,PF,2021-10-27 11:09:00 UTC,354.41280000000518,270.18000000000541,2022-12-29 23:59:59.036565 UTC
147,147,1,62,PF,2014-08-14 14:32:00 UTC,42405.949200000017,41516.750000000015,2015-11-13 17:37:41 UTC
486,486,1,62,PF,2015-04-23 13:18:00 UTC,197.3625000000003,155.72000000000031,2022-12-29 22:47:31 UTC
501,501,1,62,PF,2018-06-20 14:51:00 UTC,232815.7920000001,211636.0400000001,2022-12-30 00:00:00.468941 UTC
670,670,1,62,PF,2022-10-25 14:11:00 UTC,42711.761900000005,41331.12,2022-12-30 00:00:00.718266 UTC
735,735,1,62,PF,2012-12-03 13:05:00 UTC,72474.231600000014,67091.37000000001,2021-04-25 23:19:48 UTC
805,805,1,62,PF,2011-05-08 14:35:00 UTC,4438.5407999999979,4510.7799999999979,2022-12-30 00:00:00.828982 UTC
19,19,1,67,PF,2019-10-05 13:24:00 UTC,2615.3160000000025,2364.8500000000022,2022-12-29 23:59:59.115282 UTC
106,106,1,67,PF,2010-08-14 15:55:00 UTC,68269.508000000031,71851.760000000024,2020-09-28 20:33:20 UTC
146,146,1,67,PF,2010-06-27 10:33:00 UTC,10975.191099999996,11304.699999999997,2014-03-23 07:15:00 UTC
154,154,1,67,PF,2013-10-14 11:46:00 UTC,81928.2464,78745.64,2018-05-10 18:30:26 UTC
198,198,1,67,PF,2016-09-09 11:33:00 UTC,7893.0175999999929,7802.3399999999929,2022-12-29 22:42:22 UTC
200,200,1,67,PF,2015-05-17 10:24:00 UTC,3503.0599999999927,2941.4999999999932,2022-12-26 07:35:44 UTC
260,260,1,67,PF,2013-10-22 14:33:00 UTC,23435.394300000011,22294.71000000001,2022-06-06 17:43:44 UTC
347,347,1,67,PF,2011-02-03 16:40:00 UTC,83141.23550000001,87482.300000000017,2015-05-01 04:58:44 UTC
357,357,1,67,PF,2021-07-12 15:17:00 UTC,71.388900000000376,21.400000000000382,2022-12-30 00:00:00.925889 UTC
497,497,1,67,PF,2021-10-25 16:18:00 UTC,44788.253999999994,45546.6,2022-12-29 23:59:59.201726 UTC
598,598,1,67,PF,2015-02-09 13:15:00 UTC,6940.7315999999973,6722.3599999999969,2022-12-30 00:00:00.545758 UTC
715,715,1,67,PF,2018-12-20 16:17:00 UTC,27057.146300000026,23267.770000000022,2022-12-30 00:00:00.415793 UTC
925,925,1,67,PF,2014-07-10 14:52:00 UTC,7854.3035999999993,7813.65,2022-12-29 22:10:15 UTC
68,68,1,72,PF,2019-08-11 11:02:00 UTC,66.691199999995362,54.719999999995167,2022-12-29 23:59:59.607906 UTC
195,195,1,72,PF,2011-03-08 13:26:00 UTC,28846.584000000003,27711.570000000003,2015-04-03 11:22:27 UTC
280,280,1,72,PF,2017-04-20 14:07:00 UTC,14666.520399999994,13614.039999999994,2022-09-20 20:09:54 UTC
284,284,1,72,PF,2020-02-18 13:51:00 UTC,42994.115999999995,43554.029999999992,2022-12-29 22:10:49 UTC
604,604,1,72,PF,2022-03-20 16:32:00 UTC,66821.990499999985,68837.849999999991,2022-12-29 23:59:59.290722 UTC
697,697,1,72,PF,2013-01-24 12:46:00 UTC,1323.3989999999512,1185.809999999952,2016-09-14 12:33:25 UTC
831,831,1,72,PF,2016-01-22 11:28:00 UTC,32572.575800000006,31390.160000000003,2022-12-29 23:57:40 UTC
141,141,1,77,PF,2012-05-10 13:49:00 UTC,8239.7997000000014,8311.67,2015-02-25 00:30:47 UTC
208,208,1,77,PF,2013-05-12 13:48:00 UTC,99593.4702,101572.37999999999,2016-07-29 15:49:35 UTC
382,382,1,77,PF,2010-02-02 14:28:00 UTC,6992.4200000000028,6935.2600000000029,2017-02-22 12:18:12 UTC
431,431,1,77,PF,2013-11-20 11:12:00 UTC,31323.332700000014,31597.660000000014,2019-04-02 12:38:44 UTC
574,574,1,77,PF,2014-03-05 16:10:00 UTC,11612.546000000002,10535.630000000001,2022-07-03 23:00:19 UTC
684,684,1,77,PF,2020-03-14 11:55:00 UTC,14568.495099999996,14689.169999999996,2022-12-30 00:00:00.317437 UTC
717,717,1,77,PF,2015-02-21 12:48:00 UTC,30082.003200000003,29273.680000000004,2020-02-21 02:00:45 UTC
892,892,1,77,PF,2015-08-05 12:19:00 UTC,8397.3599999999951,7660.1199999999944,2019-05-25 15:09:19 UTC
145,145,1,79,PF,2011-03-03 13:41:00 UTC,69766.7927,65137.830000000009,2020-10-03 14:06:51 UTC
152,152,1,79,PF,2017-07-01 14:56:00 UTC,68.44200000000157,16.22000000000142,2022-12-29 23:59:59.386084 UTC
258,258,1,79,PF,2011-08-21 14:49:00 UTC,14823.2112,14252.92,2022-05-06 12:23:37 UTC
293,293,1,79,PF,2018-10-14 12:48:00 UTC,34326.804600000018,33578.190000000017,2022-10-29 02:01:59 UTC
473,473,1,79,PF,2016-01-02 10:15:00 UTC,50851.233900000007,49224.08,2020-10-04 09:33:03 UTC
567,567,1,79,PF,2011-05-16 10:17:00 UTC,31479.6024,29103.949999999997,2015-09-15 11:33:09 UTC
758,758,1,79,PF,2014-12-25 13:17:00 UTC,62228.87,56551.49,2019-09-19 03:25:22 UTC
875,875,1,79,PF,2015-01-18 15:07:00 UTC,33365.150700000006,30866.630000000005,2022-12-29 23:55:10 UTC
989,989,1,79,PF,2021-11-25 14:47:00 UTC,754.61400000000037,577.40000000000032,2022-12-29 23:59:55 UTC
119,119,1,83,PF,2020-01-14 10:20:00 UTC,27043.2783,26165.99,2022-10-26 06:36:27 UTC
186,186,1,83,PF,2022-02-21 15:05:00 UTC,164.70859999999979,134.19999999999979,2022-12-30 00:00:00.56732 UTC
231,231,1,83,PF,2012-06-25 11:43:00 UTC,52988.997200000042,49969.300000000039,2017-02-09 11:55:11 UTC
232,232,1,83,PF,2013-11-27 16:57:00 UTC,117243.3034,110336.89,2020-07-24 08:10:00 UTC
243,243,1,83,PF,2017-04-01 14:23:00 UTC,15640.929999999998,16447.329999999998,2022-10-24 13:33:00 UTC
331,331,1,83,PF,2012-09-22 16:29:00 UTC,15569.422700000001,15030.970000000001,2022-12-29 23:59:59.268198 UTC
602,602,1,83,PF,2018-10-24 13:07:00 UTC,10115.968099999996,9667.7099999999955,2021-02-19 04:34:16 UTC
671,671,1,83,PF,2021-08-09 16:15:00 UTC,8075.9519999999939,7551.6099999999942,2022-12-30 00:00:00.918448 UTC
804,804,1,83,PF,2011-12-06 13:00:00 UTC,58103.963400000008,56919.710000000006,2016-11-04 11:52:28 UTC
927,927,1,83,PF,2011-08-15 14:48:00 UTC,34239.264800000026,33034.490000000027,2013-02-06 13:38:57 UTC
938,938,1,83,PF,2016-12-12 12:27:00 UTC,167.207600000001,116.36000000000104,2022-12-29 23:59:59.245727 UTC
42,42,2,12,PF,2013-04-12 12:10:00 UTC,27615.72,27609.02,2022-01-19 04:26:03 UTC
185,185,2,12,PF,2011-03-23 14:06:00 UTC,403.04929999999928,393.61999999999932,2021-03-04 19:53:30 UTC
415,415,2,12,PF,2015-06-09 14:03:00 UTC,66837.7112,64200.64,2022-12-30 00:00:00.397829 UTC
504,504,2,12,PF,2015-04-22 14:18:00 UTC,45917.358299999978,46241.169999999976,2022-12-29 22:39:57 UTC
548,548,2,12,PF,2021-05-24 12:19:00 UTC,51462.003999999994,47060.439999999995,2022-12-29 23:59:59.281558 UTC
23,23,2,15,PF,2012-12-06 10:38:00 UTC,19605.4353,19299.27,2022-12-29 23:58:10 UTC
55,55,2,15,PF,2016-11-10 14:25:00 UTC,353.76440000000025,322.26000000000022,2022-12-30 00:00:00.379315 UTC
85,85,2,15,PF,2010-10-04 13:19:00 UTC,55114.8674,10769.580000000002,2022-12-11 09:49:24 UTC
138,138,2,15,PF,2018-04-06 10:08:00 UTC,230.13239999999968,116.0499999999997,2022-12-29 23:59:59.356948 UTC
188,188,2,15,PF,2022-11-12 14:02:00 UTC,10111.06130000001,9159.69000000001,2022-12-30 00:00:00.476412 UTC
432,432,2,15,PF,2011-04-27 12:38:00 UTC,122319.37840000007,115048.84000000005,2022-12-29 23:59:59.49324 UTC
455,455,2,15,PF,2017-08-24 10:26:00 UTC,1440.951200000005,1268.5000000000048,2020-11-08 17:27:02 UTC
517,517,2,15,PF,2020-12-11 15:57:00 UTC,62271.817500000063,64049.890000000065,2022-12-29 23:59:59.977786 UTC
545,545,2,15,PF,2019-12-16 10:22:00 UTC,20510.215600000003,20524.460000000003,2022-12-29 23:59:59.94329 UTC
621,621,2,15,PF,2015-03-11 11:29:00 UTC,52509.979999999989,52048.079999999987,2022-10-12 01:15:42 UTC
762,762,2,15,PF,2022-09-15 14:36:00 UTC,28104.599999999966,27974.599999999966,2022-12-29 23:59:59.911482 UTC
168,168,2,22,PF,2012-12-20 16:11:00 UTC,35959.304999999986,37827.959999999985,2022-07-06 14:23:09 UTC
456,456,2,22,PF,2014-02-12 15:54:00 UTC,25.758000000000948,12.040000000000893,2022-04-04 19:19:19 UTC
505,505,2,22,PF,2013-07-27 13:47:00 UTC,209128.92600000006,191520.60000000006,2022-10-19 20:01:15 UTC
566,566,2,22,PF,2013-11-11 12:53:00 UTC,5737.6880000000037,5160.7900000000027,2018-03-26 15:13:17 UTC
666,666,2,22,PF,2015-07-27 15:03:00 UTC,47389.7522,48308.970000000008,2020-02-25 11:30:30 UTC
750,750,2,22,PF,2012-05-05 11:32:00 UTC,3848.6883999999964,3727.0199999999963,2022-12-25 16:58:54 UTC
768,768,2,22,PF,2019-04-22 14:34:00 UTC,44919.125999999982,42951.119999999981,2022-12-29 23:55:59 UTC
14,14,2,28,PF,2014-08-26 14:14:00 UTC,3923.409599999999,3491.4799999999991,2022-12-30 00:00:00.698664 UTC
45,45,2,28,PF,2015-10-19 14:51:00 UTC,15400.831,13450.8,2021-06-10 00:38:31 UTC
221,221,2,28,PF,2016-08-16 13:42:00 UTC,2058.9816,2677.19,2022-12-28 18:28:44 UTC
534,534,2,28,PF,2015-01-25 16:56:00 UTC,32217.004799999995,33477.579999999994,2022-12-29 22:53:27 UTC
799,799,2,28,PF,2021-05-24 11:29:00 UTC,128.32569999999961,7.3399999999996481,2022-12-30 00:00:00.146195 UTC
841,841,2,28,PF,2020-04-16 16:11:00 UTC,35333.462400000004,36788.9,2022-12-28 23:54:25 UTC
896,896,2,28,PF,2018-06-19 14:13:00 UTC,36968.309499999996,39530.31,2022-12-29 23:59:59.122591 UTC
915,915,2,28,PF,2018-12-25 12:03:00 UTC,12410.458000000002,12940.120000000003,2022-10-01 08:38:58 UTC
945,945,2,28,PF,2016-05-10 13:56:00 UTC,48981.1509,49096.210000000006,2022-12-03 14:04:20 UTC
435,435,2,46,PF,2011-02-02 11:14:00 UTC,41480.0435,40881.439999999995,2019-06-30 20:38:23 UTC
616,616,2,46,PF,2017-08-04 10:47:00 UTC,16991.020800000002,15969.620000000003,2022-12-29 23:59:59.913155 UTC
661,661,2,46,PF,2013-09-11 13:40:00 UTC,19.332100000000253,5.3500000000002625,2022-12-29 23:59:56 UTC
664,664,2,46,PF,2017-11-12 15:21:00 UTC,17796.980400000011,17333.020000000011,2022-12-30 00:00:00.689084 UTC
667,667,2,46,PF,2022-03-06 15:06:00 UTC,987.9820000000002,760.3900000000001,2022-12-30 00:00:00.112756 UTC
766,766,2,46,PF,2014-09-07 13:15:00 UTC,271.74490000000026,334.31000000000029,2022-12-29 23:59:59.641 UTC
821,821,2,46,PF,2012-03-12 12:31:00 UTC,38099.7,37024.009999999995,2016-02-26 14:02:42 UTC
36,36,2,56,PF,2012-02-17 15:58:00 UTC,41929.7528,40313.21,2022-12-29 23:59:54 UTC
46,46,2,56,PF,2011-06-04 11:10:00 UTC,47538.623999999989,151644.4,2016-09-08 06:26:30 UTC
277,277,2,56,PF,2013-06-09 12:38:00 UTC,1408.3783999999982,1263.3899999999983,2017-10-07 06:48:39 UTC
375,375,2,56,PF,2019-06-22 15:56:00 UTC,13593.814999999986,12657.899999999985,2022-12-29 23:59:59.227118 UTC
495,495,2,56,PF,2015-07-02 11:07:00 UTC,29290.9448,28153.489999999998,2022-12-30 00:00:00.823395 UTC
539,539,2,56,PF,2011-04-21 10:58:00 UTC,17405.555999999997,16455.879999999997,2015-09-25 11:33:15 UTC
744,744,2,56,PF,2012-03-21 11:46:00 UTC,4711.0281,5493.63,2021-10-01 18:38:52 UTC
774,774,2,56,PF,2018-07-11 14:52:00 UTC,206361.4035,196440.96999999997,2022-12-29 23:56:56 UTC
903,903,2,56,PF,2020-08-16 11:05:00 UTC,83936.278800000029,84439.770000000019,2022-03-13 19:41:29 UTC
930,930,2,56,PF,2018-04-03 11:06:00 UTC,16311.089999999998,8241.0899999999983,2022-12-18 12:54:26 UTC
62,62,2,57,PF,2010-12-02 12:14:00 UTC,6662.3181000000031,6390.180000000003,2020-06-28 21:08:18 UTC
73,73,2,57,PF,2012-06-21 14:25:00 UTC,2612.7198000000017,2439.8500000000013,2017-05-21 09:14:01 UTC
94,94,2,57,PF,2011-09-09 15:00:00 UTC,34545.955499999982,33166.609999999979,2022-12-30 00:00:00.138357 UTC
175,175,2,57,PF,2015-12-17 14:44:00 UTC,1931.3690000000004,1744.8600000000001,2018-05-18 21:30:15 UTC
333,333,2,57,PF,2019-12-03 13:34:00 UTC,398.66040000000135,263.32000000000124,2022-12-29 23:59:59.673776 UTC
677,677,2,57,PF,2018-01-15 11:14:00 UTC,39346.53060000002,38525.410000000018,2022-07-12 17:02:07 UTC
760,760,2,57,PF,2013-04-27 10:08:00 UTC,20116.39679999998,20875.569999999982,2015-06-05 12:29:59 UTC
801,801,2,57,PF,2019-09-27 15:29:00 UTC,34040.2118,34583.48,2022-12-29 23:59:59.136427 UTC
905,905,2,57,PF,2013-03-04 12:38:00 UTC,18219.169499999996,17267.949999999997,2016-08-05 23:19:11 UTC
990,990,2,57,PF,2020-01-23 16:28:00 UTC,6317.2511999999961,6536.3099999999959,2021-09-25 07:50:51 UTC
26,26,2,63,PF,2012-08-12 16:34:00 UTC,10388.779200000006,10032.940000000006,2021-02-13 04:38:56 UTC
51,51,2,63,PF,2022-01-18 14:52:00 UTC,330.5536,305.04,2022-12-29 23:59:59.330763 UTC
140,140,2,63,PF,2015-02-10 13:47:00 UTC,140807.6754,117253.54000000001,2022-12-29 23:59:59.367528 UTC
235,235,2,63,PF,2018-06-01 13:05:00 UTC,114315.5104,109905.98999999999,2021-09-09 05:16:59 UTC
383,383,2,63,PF,2017-01-24 13:00:00 UTC,38945.740799999985,40234.87999999999,2018-06-24 03:58:10 UTC
633,633,2,63,PF,2011-05-08 13:51:00 UTC,16.799300000000429,0.60000000000041354,2018-08-30 03:58:32 UTC
4,4,2,65,PF,2017-04-06 12:28:00 UTC,184007.86200000002,170283.25000000003,2022-11-12 11:50:05 UTC
27,27,2,65,PF,2022-05-10 12:29:00 UTC,263.7312,228.68,2022-12-30 00:00:00.767904 UTC
95,95,2,65,PF,2021-09-22 15:00:00 UTC,176.30550000000068,253.21000000000066,2022-12-29 23:59:59.772328 UTC
11,11,2,69,PF,2010-11-12 16:37:00 UTC,8749.8087999999952,8414.4799999999959,2022-12-29 23:59:56 UTC
177,177,2,69,PF,2022-10-15 16:31:00 UTC,12129.6075,12439.49,2022-12-29 23:59:59.932063 UTC
244,244,2,69,PF,2012-04-20 13:36:00 UTC,22751.989300000012,22071.150000000012,2022-12-24 02:19:53 UTC
251,251,2,69,PF,2013-07-11 14:28:00 UTC,8907.7380000000048,8346.6300000000047,2021-09-05 04:36:19 UTC
468,468,2,69,PF,2021-08-27 13:19:00 UTC,10007.897200000003,10124.270000000002,2022-12-30 00:00:00.468061 UTC
533,533,2,69,PF,2021-08-09 12:39:00 UTC,26541.77249999997,24783.649999999972,2022-12-29 23:59:59.604072 UTC
759,759,2,69,PF,2022-01-02 14:41:00 UTC,937.58400000000051,1702.4000000000005,2022-12-29 23:59:59.09932 UTC
919,919,2,69,PF,2014-10-18 12:17:00 UTC,11549.642999999998,11770.39,2018-09-03 14:38:01 UTC
972,972,2,69,PF,2010-08-10 15:41:00 UTC,18882.358000000004,17130.820000000003,2022-05-08 01:59:15 UTC
166,166,2,70,PF,2014-11-21 15:42:00 UTC,124745.69589999999,122476.89,2021-01-20 11:41:39 UTC
222,222,2,70,PF,2014-05-11 10:03:00 UTC,10214.635,10068.5,2017-07-30 00:08:27 UTC
642,642,2,70,PF,2019-06-26 12:58:00 UTC,14609.89880000001,14856.86000000001,2022-12-29 23:59:59.449488 UTC
655,655,2,70,PF,2016-02-11 14:22:00 UTC,74550.7858,70325.65,2020-05-15 16:28:49 UTC
699,699,2,70,PF,2011-03-22 14:49:00 UTC,24351.57009999999,22299.439999999988,2022-12-29 23:59:59.406374 UTC
700,700,2,70,PF,2017-12-06 16:13:00 UTC,24760.974000000006,25235.920000000006,2022-12-30 00:00:00.050689 UTC
510,510,2,81,PF,2012-03-16 13:03:00 UTC,23050.588000000014,20939.230000000014,2022-12-29 23:59:59.194889 UTC
640,640,2,81,PF,2020-06-11 14:58:00 UTC,151.11360000000008,61.300000000000068,2022-12-29 23:59:59.961749 UTC
668,668,2,81,PF,2015-03-03 12:16:00 UTC,2967.7232000000013,918.58000000000129,2022-12-30 00:00:00.758288 UTC
879,879,2,81,PF,2013-07-12 10:44:00 UTC,238990.87940000003,231759.98000000004,2019-09-11 05:47:27 UTC
891,891,2,81,PF,2012-02-20 13:42:00 UTC,5171.9778000000024,5112.550000000002,2018-08-12 08:36:11 UTC
913,913,2,81,PF,2021-10-08 14:19:00 UTC,297.75119999999879,128.34999999999877,2022-12-30 00:00:00.41435 UTC
75,75,2,96,PF,2011-06-12 13:50:00 UTC,43845.299799999993,44058.34,2022-10-08 06:10:17 UTC
201,201,2,96,PF,2021-11-12 16:43:00 UTC,20524.2641,19820.47,2022-12-30 00:00:00.097381 UTC
323,323,2,96,PF,2015-06-14 16:51:00 UTC,3914.1700000000042,3800.2700000000041,2022-12-30 00:00:00.568614 UTC
372,372,2,96,PF,2013-11-27 13:03:00 UTC,25957.564499999986,24630.599999999988,2019-10-25 08:58:32 UTC
425,425,2,96,PF,2021-01-22 13:13:00 UTC,773.5351,29312.93,2022-12-29 23:59:59.637724 UTC
547,547,2,96,PF,2013-04-04 15:11:00 UTC,24559.998500000005,45922.630000000005,2018-01-29 23:27:08 UTC
623,623,2,96,PF,2018-06-12 11:47:00 UTC,274.86160000000018,195.38000000000017,2021-11-04 05:58:29 UTC
659,659,2,96,PF,2011-09-22 14:33:00 UTC,43301.919600000008,40067.48,2019-10-04 10:28:51 UTC
797,797,2,96,PF,2018-10-21 14:14:00 UTC,66.316600000000051,40.060000000000052,2022-12-30 00:00:00.98649 UTC
826,826,2,96,PF,2017-07-16 10:31:00 UTC,3343.1231999999991,3376.4299999999994,2019-08-18 17:54:24 UTC
890,890,2,96,PF,2013-12-11 14:23:00 UTC,91.912600000002939,34.610000000002763,2022-09-19 07:33:48 UTC
998,998,2,96,PF,2013-11-07 13:05:00 UTC,12110.9472,47398.84,2016-07-24 12:03:50 UTC
135,135,3,4,PF,2016-07-03 12:30:00 UTC,7367.5967999999957,7665.519999999995,2020-11-27 11:01:16 UTC
189,189,3,4,PF,2021-09-16 11:47:00 UTC,3657.9383999999995,2875.4799999999996,2022-12-29 23:47:10 UTC
656,656,3,4,PF,2019-02-20 12:24:00 UTC,30350.782799999997,30770.779999999995,2021-05-18 04:02:16 UTC
814,814,3,4,PF,2014-09-09 14:55:00 UTC,20261.3382,19025.319999999996,2018-09-10 03:08:32 UTC
876,876,3,4,PF,2019-04-17 11:01:00 UTC,5137.4960999999985,5069.3699999999981,2022-12-29 23:59:59.711504 UTC
